interaction_id,student_id,hostel_id,interaction_type,weight,rating,session_id,timestamp
INT-00307,STU-016,HST-009,view,1,,SESS-STU-016-02,2026-02-12 00:40:00
INT-00308,STU-016,HST-031,view,1,,SESS-STU-016-02,2026-02-12 00:18:00
INT-00309,STU-016,HST-028,view,1,,SESS-STU-016-02,2026-02-12 00:49:00
INT-00310,STU-016,HST-006,view,1,,SESS-STU-016-02,2026-02-12 00:40:00
INT-00311,STU-016,HST-013,save,3,,SESS-STU-016-02,2026-02-12 01:22:00
INT-00312,STU-016,HST-035,save,3,,SESS-STU-016-02,2026-02-12 01:18:00
INT-00313,STU-016,HST-016,view,1,,SESS-STU-016-03,2025-11-10 00:00:00
INT-00314,STU-016,HST-017,view,1,,SESS-STU-016-03,2025-11-10 00:05:00
INT-00315,STU-016,HST-036,view,1,,SESS-STU-016-03,2025-11-10 00:06:00
INT-00316,STU-016,HST-004,view,1,,SESS-STU-016-03,2025-11-10 00:12:00
INT-00317,STU-016,HST-019,view,1,,SESS-STU-016-03,2025-11-10 00:08:00
INT-00318,STU-016,HST-038,view,1,,SESS-STU-016-03,2025-11-10 00:45:00
INT-00319,STU-016,HST-003,view,1,,SESS-STU-016-03,2025-11-10 00:18:00
INT-00320,STU-016,HST-024,view,1,,SESS-STU-016-03,2025-11-10 00:49:00
INT-00321,STU-016,HST-031,view,1,,SESS-STU-016-03,2025-11-10 00:16:00
INT-00322,STU-016,HST-010,view,1,,SESS-STU-016-03,2025-11-10 01:21:00
INT-00323,STU-016,HST-011,view,1,,SESS-STU-016-03,2025-11-10 00:30:00
INT-00324,STU-016,HST-016,save,3,,SESS-STU-016-03,2025-11-10 01:22:00
INT-00325,STU-016,HST-011,save,3,,SESS-STU-016-03,2025-11-10 01:15:00
INT-00326,STU-016,HST-013,booking,5,4.3,SESS-STU-016-BOOK,2026-02-09 00:00:00
INT-00327,STU-017,HST-045,view,1,,SESS-STU-017-01,2026-01-15 00:00:00
INT-00328,STU-017,HST-068,view,1,,SESS-STU-017-01,2026-01-15 00:06:00
INT-00329,STU-017,HST-061,view,1,,SESS-STU-017-01,2026-01-15 00:04:00
INT-00330,STU-017,HST-075,view,1,,SESS-STU-017-01,2026-01-15 00:09:00
INT-00331,STU-017,HST-043,view,1,,SESS-STU-017-01,2026-01-15 00:16:00
INT-00332,STU-017,HST-050,view,1,,SESS-STU-017-01,2026-01-15 00:20:00
INT-00333,STU-017,HST-071,view,1,,SESS-STU-017-01,2026-01-15 00:54:00
INT-00334,STU-017,HST-073,view,1,,SESS-STU-017-01,2026-01-15 00:35:00
INT-00335,STU-017,HST-039,view,1,,SESS-STU-017-01,2026-01-15 00:24:00
INT-00336,STU-017,HST-069,view,1,,SESS-STU-017-01,2026-01-15 01:12:00
INT-00337,STU-017,HST-040,view,1,,SESS-STU-017-01,2026-01-15 00:20:00
INT-00338,STU-017,HST-050,save,3,,SESS-STU-017-01,2026-01-15 01:15:00
INT-00339,STU-018,HST-036,view,1,,SESS-STU-018-01,2026-01-18 00:00:00
INT-00340,STU-018,HST-007,view,1,,SESS-STU-018-01,2026-01-18 00:03:00
INT-00341,STU-018,HST-031,view,1,,SESS-STU-018-01,2026-01-18 00:06:00
INT-00342,STU-018,HST-029,view,1,,SESS-STU-018-01,2026-01-18 00:27:00
INT-00343,STU-018,HST-011,view,1,,SESS-STU-018-01,2026-01-18 00:28:00
INT-00344,STU-018,HST-004,view,1,,SESS-STU-018-01,2026-01-18 00:25:00
INT-00345,STU-018,HST-017,view,1,,SESS-STU-018-01,2026-01-18 00:30:00
INT-00346,STU-018,HST-001,view,1,,SESS-STU-018-01,2026-01-18 00:42:00
INT-00347,STU-018,HST-006,view,1,,SESS-STU-018-01,2026-01-18 00:48:00
INT-00348,STU-018,HST-008,view,1,,SESS-STU-018-01,2026-01-18 00:27:00
INT-00349,STU-018,HST-029,save,3,,SESS-STU-018-01,2026-01-18 01:06:00
INT-00350,STU-018,HST-036,save,3,,SESS-STU-018-01,2026-01-18 01:08:00
INT-00351,STU-018,HST-004,save,3,,SESS-STU-018-01,2026-01-18 01:04:00
INT-00352,STU-018,HST-029,booking,5,3.5,SESS-STU-018-BOOK,2026-02-25 00:00:00
INT-00353,STU-019,HST-016,view,1,,SESS-STU-019-01,2025-09-19 00:00:00
INT-00354,STU-019,HST-019,view,1,,SESS-STU-019-01,2025-09-19 00:09:00
INT-00355,STU-019,HST-006,view,1,,SESS-STU-019-01,2025-09-19 00:16:00
INT-00356,STU-019,HST-003,view,1,,SESS-STU-019-01,2025-09-19 00:24:00
INT-00357,STU-019,HST-020,view,1,,SESS-STU-019-01,2025-09-19 00:36:00
INT-00358,STU-019,HST-021,view,1,,SESS-STU-019-01,2025-09-19 00:25:00
INT-00359,STU-019,HST-019,save,3,,SESS-STU-019-01,2025-09-19 01:13:00
INT-00360,STU-019,HST-016,save,3,,SESS-STU-019-01,2025-09-19 01:08:00
INT-00361,STU-019,HST-001,view,1,,SESS-STU-019-02,2025-12-11 00:00:00
INT-00362,STU-019,HST-038,view,1,,SESS-STU-019-02,2025-12-11 00:09:00
INT-00363,STU-019,HST-004,view,1,,SESS-STU-019-02,2025-12-11 00:10:00
INT-00364,STU-019,HST-004,save,3,,SESS-STU-019-02,2025-12-11 01:15:00
INT-00365,STU-019,HST-001,save,3,,SESS-STU-019-02,2025-12-11 01:08:00
INT-00366,STU-019,HST-038,save,3,,SESS-STU-019-02,2025-12-11 01:12:00
INT-00367,STU-019,HST-024,view,1,,SESS-STU-019-03,2025-11-26 00:00:00
INT-00368,STU-019,HST-028,view,1,,SESS-STU-019-03,2025-11-26 00:05:00
INT-00369,STU-019,HST-018,view,1,,SESS-STU-019-03,2025-11-26 00:08:00
INT-00370,STU-019,HST-011,view,1,,SESS-STU-019-03,2025-11-26 00:15:00
INT-00371,STU-019,HST-023,view,1,,SESS-STU-019-03,2025-11-26 00:08:00
INT-00372,STU-019,HST-017,view,1,,SESS-STU-019-03,2025-11-26 00:45:00
INT-00373,STU-019,HST-035,view,1,,SESS-STU-019-03,2025-11-26 00:36:00
INT-00374,STU-019,HST-020,view,1,,SESS-STU-019-03,2025-11-26 00:35:00
INT-00375,STU-019,HST-024,save,3,,SESS-STU-019-03,2025-11-26 01:12:00
INT-00376,STU-019,HST-018,save,3,,SESS-STU-019-03,2025-11-26 01:29:00
INT-00377,STU-019,HST-028,save,3,,SESS-STU-019-03,2025-11-26 01:15:00
INT-00378,STU-020,HST-033,view,1,,SESS-STU-020-01,2025-11-28 00:00:00
INT-00379,STU-020,HST-038,view,1,,SESS-STU-020-01,2025-11-28 00:09:00
INT-00380,STU-020,HST-026,view,1,,SESS-STU-020-01,2025-11-28 00:18:00
INT-00381,STU-020,HST-027,view,1,,SESS-STU-020-01,2025-11-28 00:24:00
INT-00382,STU-020,HST-033,save,3,,SESS-STU-020-01,2025-11-28 01:00:00
INT-00383,STU-020,HST-033,booking,5,3.1,SESS-STU-020-BOOK,2026-02-10 00:00:00
INT-00384,STU-021,HST-043,view,1,,SESS-STU-021-01,2025-12-25 00:00:00
INT-00385,STU-021,HST-051,view,1,,SESS-STU-021-01,2025-12-25 00:04:00
INT-00386,STU-021,HST-074,view,1,,SESS-STU-021-01,2025-12-25 00:06:00
INT-00387,STU-021,HST-042,view,1,,SESS-STU-021-01,2025-12-25 00:06:00
INT-00388,STU-021,HST-060,view,1,,SESS-STU-021-01,2025-12-25 00:36:00
INT-00389,STU-021,HST-044,view,1,,SESS-STU-021-01,2025-12-25 00:40:00
INT-00390,STU-021,HST-049,view,1,,SESS-STU-021-01,2025-12-25 00:42:00
INT-00391,STU-021,HST-059,view,1,,SESS-STU-021-01,2025-12-25 01:03:00
INT-00392,STU-021,HST-067,view,1,,SESS-STU-021-01,2025-12-25 00:32:00
INT-00393,STU-021,HST-060,save,3,,SESS-STU-021-01,2025-12-25 01:23:00
INT-00394,STU-021,HST-067,save,3,,SESS-STU-021-01,2025-12-25 01:08:00
INT-00395,STU-021,HST-074,save,3,,SESS-STU-021-01,2025-12-25 01:22:00
INT-00396,STU-021,HST-060,booking,5,2.8,SESS-STU-021-BOOK,2026-02-23 00:00:00
INT-00397,STU-022,HST-069,view,1,,SESS-STU-022-01,2026-02-06 00:00:00
INT-00398,STU-022,HST-040,view,1,,SESS-STU-022-01,2026-02-06 00:04:00
INT-00399,STU-022,HST-049,view,1,,SESS-STU-022-01,2026-02-06 00:18:00
INT-00400,STU-022,HST-074,view,1,,SESS-STU-022-01,2026-02-06 00:21:00
INT-00401,STU-022,HST-055,view,1,,SESS-STU-022-01,2026-02-06 00:16:00
INT-00402,STU-022,HST-048,view,1,,SESS-STU-022-01,2026-02-06 00:45:00
INT-00403,STU-022,HST-066,view,1,,SESS-STU-022-01,2026-02-06 00:48:00
INT-00404,STU-022,HST-047,view,1,,SESS-STU-022-01,2026-02-06 00:14:00
INT-00405,STU-022,HST-039,view,1,,SESS-STU-022-01,2026-02-06 00:40:00
INT-00406,STU-022,HST-041,view,1,,SESS-STU-022-01,2026-02-06 01:12:00
INT-00407,STU-022,HST-039,save,3,,SESS-STU-022-01,2026-02-06 01:05:00
INT-00408,STU-022,HST-069,view,1,,SESS-STU-022-02,2025-12-03 00:00:00
INT-00409,STU-022,HST-061,view,1,,SESS-STU-022-02,2025-12-03 00:04:00
INT-00410,STU-022,HST-071,view,1,,SESS-STU-022-02,2025-12-03 00:08:00
INT-00411,STU-022,HST-065,view,1,,SESS-STU-022-02,2025-12-03 00:27:00
INT-00412,STU-022,HST-044,view,1,,SESS-STU-022-02,2025-12-03 00:20:00
INT-00413,STU-022,HST-071,save,3,,SESS-STU-022-02,2025-12-03 01:08:00
INT-00414,STU-022,HST-044,save,3,,SESS-STU-022-02,2025-12-03 01:07:00
INT-00415,STU-022,HST-069,save,3,,SESS-STU-022-02,2025-12-03 01:10:00
INT-00416,STU-023,HST-026,view,1,,SESS-STU-023-01,2026-01-29 00:00:00
INT-00417,STU-023,HST-023,view,1,,SESS-STU-023-01,2026-01-29 00:06:00
INT-00418,STU-023,HST-012,view,1,,SESS-STU-023-01,2026-01-29 00:06:00
INT-00419,STU-023,HST-023,save,3,,SESS-STU-023-01,2026-01-29 01:06:00
INT-00420,STU-023,HST-023,booking,5,3.3,SESS-STU-023-BOOK,2026-02-15 00:00:00
INT-00421,STU-024,HST-059,view,1,,SESS-STU-024-01,2025-09-06 00:00:00
INT-00422,STU-024,HST-058,view,1,,SESS-STU-024-01,2025-09-06 00:04:00
INT-00423,STU-024,HST-041,view,1,,SESS-STU-024-01,2025-09-06 00:10:00
INT-00424,STU-024,HST-070,view,1,,SESS-STU-024-01,2025-09-06 00:24:00
INT-00425,STU-024,HST-055,view,1,,SESS-STU-024-01,2025-09-06 00:24:00
INT-00426,STU-024,HST-061,view,1,,SESS-STU-024-01,2025-09-06 00:10:00
INT-00427,STU-024,HST-075,view,1,,SESS-STU-024-01,2025-09-06 00:18:00
INT-00428,STU-024,HST-071,view,1,,SESS-STU-024-01,2025-09-06 00:21:00
INT-00429,STU-024,HST-042,view,1,,SESS-STU-024-01,2025-09-06 00:40:00
INT-00430,STU-024,HST-064,view,1,,SESS-STU-024-01,2025-09-06 01:03:00
INT-00431,STU-024,HST-056,view,1,,SESS-STU-024-01,2025-09-06 01:10:00
INT-00432,STU-024,HST-075,save,3,,SESS-STU-024-01,2025-09-06 01:19:00
INT-00433,STU-024,HST-061,save,3,,SESS-STU-024-01,2025-09-06 01:16:00
INT-00434,STU-024,HST-071,save,3,,SESS-STU-024-01,2025-09-06 01:09:00
INT-00435,STU-024,HST-049,view,1,,SESS-STU-024-02,2026-01-27 00:00:00
INT-00436,STU-024,HST-047,view,1,,SESS-STU-024-02,2026-01-27 00:09:00
INT-00437,STU-024,HST-074,view,1,,SESS-STU-024-02,2026-01-27 00:08:00
INT-00438,STU-024,HST-049,save,3,,SESS-STU-024-02,2026-01-27 01:05:00
INT-00439,STU-024,HST-047,save,3,,SESS-STU-024-02,2026-01-27 01:25:00
INT-00440,STU-024,HST-074,save,3,,SESS-STU-024-02,2026-01-27 01:01:00
INT-00441,STU-024,HST-041,view,1,,SESS-STU-024-03,2025-10-31 00:00:00
INT-00442,STU-024,HST-065,view,1,,SESS-STU-024-03,2025-10-31 00:08:00
INT-00443,STU-024,HST-067,view,1,,SESS-STU-024-03,2025-10-31 00:10:00
INT-00444,STU-024,HST-074,view,1,,SESS-STU-024-03,2025-10-31 00:18:00
INT-00445,STU-024,HST-072,view,1,,SESS-STU-024-03,2025-10-31 00:12:00
INT-00446,STU-024,HST-042,view,1,,SESS-STU-024-03,2025-10-31 00:35:00
INT-00447,STU-024,HST-071,view,1,,SESS-STU-024-03,2025-10-31 00:30:00
INT-00448,STU-024,HST-064,view,1,,SESS-STU-024-03,2025-10-31 00:21:00
INT-00449,STU-024,HST-049,view,1,,SESS-STU-024-03,2025-10-31 00:48:00
INT-00450,STU-024,HST-055,view,1,,SESS-STU-024-03,2025-10-31 01:21:00
INT-00451,STU-024,HST-056,view,1,,SESS-STU-024-03,2025-10-31 01:10:00
INT-00452,STU-024,HST-041,save,3,,SESS-STU-024-03,2025-10-31 01:05:00
INT-00453,STU-024,HST-072,save,3,,SESS-STU-024-03,2025-10-31 01:25:00
INT-00454,STU-024,HST-072,booking,5,4.9,SESS-STU-024-BOOK,2026-02-23 00:00:00
INT-00455,STU-025,HST-036,view,1,,SESS-STU-025-01,2025-11-29 00:00:00
INT-00456,STU-025,HST-015,view,1,,SESS-STU-025-01,2025-11-29 00:09:00
INT-00457,STU-025,HST-026,view,1,,SESS-STU-025-01,2025-11-29 00:10:00
INT-00458,STU-025,HST-016,view,1,,SESS-STU-025-01,2025-11-29 00:18:00
INT-00459,STU-025,HST-037,view,1,,SESS-STU-025-01,2025-11-29 00:20:00
INT-00460,STU-025,HST-022,view,1,,SESS-STU-025-01,2025-11-29 00:40:00
INT-00461,STU-025,HST-014,view,1,,SESS-STU-025-01,2025-11-29 00:12:00
INT-00462,STU-025,HST-033,view,1,,SESS-STU-025-01,2025-11-29 00:49:00
INT-00463,STU-025,HST-018,view,1,,SESS-STU-025-01,2025-11-29 00:16:00
INT-00464,STU-025,HST-017,view,1,,SESS-STU-025-01,2025-11-29 01:12:00
INT-00465,STU-025,HST-036,save,3,,SESS-STU-025-01,2025-11-29 01:01:00
INT-00466,STU-025,HST-033,save,3,,SESS-STU-025-01,2025-11-29 01:16:00
INT-00467,STU-025,HST-018,save,3,,SESS-STU-025-01,2025-11-29 01:02:00
INT-00468,STU-025,HST-019,view,1,,SESS-STU-025-02,2025-09-10 00:00:00
INT-00469,STU-025,HST-028,view,1,,SESS-STU-025-02,2025-09-10 00:03:00
INT-00470,STU-025,HST-032,view,1,,SESS-STU-025-02,2025-09-10 00:08:00
INT-00471,STU-025,HST-025,view,1,,SESS-STU-025-02,2025-09-10 00:24:00
INT-00472,STU-025,HST-035,view,1,,SESS-STU-025-02,2025-09-10 00:12:00
INT-00473,STU-025,HST-007,view,1,,SESS-STU-025-02,2025-09-10 00:40:00
INT-00474,STU-025,HST-001,view,1,,SESS-STU-025-02,2025-09-10 00:30:00
INT-00475,STU-025,HST-018,view,1,,SESS-STU-025-02,2025-09-10 00:49:00
INT-00476,STU-025,HST-018,save,3,,SESS-STU-025-02,2025-09-10 01:19:00
INT-00477,STU-025,HST-032,save,3,,SESS-STU-025-02,2025-09-10 01:03:00
INT-00478,STU-025,HST-035,save,3,,SESS-STU-025-02,2025-09-10 01:23:00
INT-00479,STU-025,HST-033,booking_attempt,4,,SESS-STU-025-BOOK,2026-02-14 00:00:00
INT-00480,STU-025,HST-018,booking,5,3.9,SESS-STU-025-BOOK,2026-02-12 00:00:00
INT-00481,STU-026,HST-039,view,1,,SESS-STU-026-01,2025-12-12 00:00:00
INT-00482,STU-026,HST-064,view,1,,SESS-STU-026-01,2025-12-12 00:09:00
INT-00483,STU-026,HST-055,view,1,,SESS-STU-026-01,2025-12-12 00:14:00
INT-00484,STU-026,HST-071,view,1,,SESS-STU-026-01,2025-12-12 00:12:00
INT-00485,STU-026,HST-041,view,1,,SESS-STU-026-01,2025-12-12 00:32:00
INT-00486,STU-026,HST-057,view,1,,SESS-STU-026-01,2025-12-12 00:20:00
INT-00487,STU-026,HST-062,view,1,,SESS-STU-026-01,2025-12-12 00:12:00
INT-00488,STU-026,HST-074,view,1,,SESS-STU-026-01,2025-12-12 01:03:00
INT-00489,STU-026,HST-041,save,3,,SESS-STU-026-01,2025-12-12 01:12:00
INT-00490,STU-026,HST-057,save,3,,SESS-STU-026-01,2025-12-12 01:06:00
INT-00491,STU-026,HST-051,view,1,,SESS-STU-026-02,2025-11-28 00:00:00
INT-00492,STU-026,HST-058,view,1,,SESS-STU-026-02,2025-11-28 00:02:00
INT-00493,STU-026,HST-068,view,1,,SESS-STU-026-02,2025-11-28 00:08:00
INT-00494,STU-026,HST-072,view,1,,SESS-STU-026-02,2025-11-28 00:06:00
INT-00495,STU-026,HST-058,save,3,,SESS-STU-026-02,2025-11-28 01:10:00
INT-00496,STU-026,HST-072,save,3,,SESS-STU-026-02,2025-11-28 01:04:00
INT-00497,STU-026,HST-051,save,3,,SESS-STU-026-02,2025-11-28 01:29:00
INT-00498,STU-026,HST-071,view,1,,SESS-STU-026-03,2025-12-22 00:00:00
INT-00499,STU-026,HST-065,view,1,,SESS-STU-026-03,2025-12-22 00:02:00
INT-00500,STU-026,HST-074,view,1,,SESS-STU-026-03,2025-12-22 00:16:00
INT-00501,STU-026,HST-061,view,1,,SESS-STU-026-03,2025-12-22 00:24:00
INT-00502,STU-026,HST-070,view,1,,SESS-STU-026-03,2025-12-22 00:08:00
INT-00503,STU-026,HST-050,view,1,,SESS-STU-026-03,2025-12-22 00:10:00
INT-00504,STU-026,HST-062,view,1,,SESS-STU-026-03,2025-12-22 00:36:00
INT-00505,STU-026,HST-039,view,1,,SESS-STU-026-03,2025-12-22 01:03:00
INT-00506,STU-026,HST-064,view,1,,SESS-STU-026-03,2025-12-22 00:16:00
INT-00507,STU-026,HST-069,view,1,,SESS-STU-026-03,2025-12-22 00:45:00
INT-00508,STU-026,HST-070,save,3,,SESS-STU-026-03,2025-12-22 01:29:00
INT-00509,STU-026,HST-065,save,3,,SESS-STU-026-03,2025-12-22 01:17:00
INT-00510,STU-026,HST-051,booking,5,3.9,SESS-STU-026-BOOK,2026-02-21 00:00:00
INT-00511,STU-027,HST-046,view,1,,SESS-STU-027-01,2026-01-24 00:00:00
INT-00512,STU-027,HST-070,view,1,,SESS-STU-027-01,2026-01-24 00:08:00
INT-00513,STU-027,HST-054,view,1,,SESS-STU-027-01,2026-01-24 00:10:00
INT-00514,STU-027,HST-040,view,1,,SESS-STU-027-01,2026-01-24 00:15:00
INT-00515,STU-027,HST-049,view,1,,SESS-STU-027-01,2026-01-24 00:32:00
INT-00516,STU-027,HST-042,view,1,,SESS-STU-027-01,2026-01-24 00:20:00
INT-00517,STU-027,HST-049,save,3,,SESS-STU-027-01,2026-01-24 01:17:00
INT-00518,STU-027,HST-042,save,3,,SESS-STU-027-01,2026-01-24 01:19:00
INT-00519,STU-027,HST-066,view,1,,SESS-STU-027-02,2026-02-15 00:00:00
INT-00520,STU-027,HST-041,view,1,,SESS-STU-027-02,2026-02-15 00:05:00
INT-00521,STU-027,HST-043,view,1,,SESS-STU-027-02,2026-02-15 00:04:00
INT-00522,STU-027,HST-064,view,1,,SESS-STU-027-02,2026-02-15 00:18:00
INT-00523,STU-027,HST-068,view,1,,SESS-STU-027-02,2026-02-15 00:28:00
INT-00524,STU-027,HST-066,save,3,,SESS-STU-027-02,2026-02-15 01:05:00
INT-00525,STU-027,HST-041,save,3,,SESS-STU-027-02,2026-02-15 01:03:00
INT-00526,STU-027,HST-068,save,3,,SESS-STU-027-02,2026-02-15 01:18:00
INT-00527,STU-027,HST-051,view,1,,SESS-STU-027-03,2025-12-10 00:00:00
INT-00528,STU-027,HST-057,view,1,,SESS-STU-027-03,2025-12-10 00:05:00
INT-00529,STU-027,HST-059,view,1,,SESS-STU-027-03,2025-12-10 00:10:00
INT-00530,STU-027,HST-054,view,1,,SESS-STU-027-03,2025-12-10 00:27:00
INT-00531,STU-027,HST-065,view,1,,SESS-STU-027-03,2025-12-10 00:12:00
INT-00532,STU-027,HST-065,save,3,,SESS-STU-027-03,2025-12-10 01:25:00
INT-00533,STU-028,HST-024,view,1,,SESS-STU-028-01,2025-09-07 00:00:00
INT-00534,STU-028,HST-019,view,1,,SESS-STU-028-01,2025-09-07 00:08:00
INT-00535,STU-028,HST-023,view,1,,SESS-STU-028-01,2025-09-07 00:04:00
INT-00536,STU-028,HST-019,save,3,,SESS-STU-028-01,2025-09-07 01:19:00
INT-00537,STU-028,HST-023,save,3,,SESS-STU-028-01,2025-09-07 01:27:00
INT-00538,STU-028,HST-024,save,3,,SESS-STU-028-01,2025-09-07 01:19:00
INT-00539,STU-028,HST-038,view,1,,SESS-STU-028-02,2025-09-24 00:00:00
INT-00540,STU-028,HST-031,view,1,,SESS-STU-028-02,2025-09-24 00:09:00
INT-00541,STU-028,HST-037,view,1,,SESS-STU-028-02,2025-09-24 00:14:00
INT-00542,STU-028,HST-038,save,3,,SESS-STU-028-02,2025-09-24 01:16:00
INT-00543,STU-028,HST-037,save,3,,SESS-STU-028-02,2025-09-24 01:12:00
INT-00544,STU-028,HST-024,view,1,,SESS-STU-028-03,2026-01-24 00:00:00
INT-00545,STU-028,HST-019,view,1,,SESS-STU-028-03,2026-01-24 00:02:00
INT-00546,STU-028,HST-030,view,1,,SESS-STU-028-03,2026-01-24 00:10:00
INT-00547,STU-028,HST-034,view,1,,SESS-STU-028-03,2026-01-24 00:15:00
INT-00548,STU-028,HST-013,view,1,,SESS-STU-028-03,2026-01-24 00:32:00
INT-00549,STU-028,HST-010,view,1,,SESS-STU-028-03,2026-01-24 00:40:00
INT-00550,STU-028,HST-011,view,1,,SESS-STU-028-03,2026-01-24 00:54:00
INT-00551,STU-028,HST-006,view,1,,SESS-STU-028-03,2026-01-24 00:21:00
INT-00552,STU-028,HST-009,view,1,,SESS-STU-028-03,2026-01-24 00:56:00
INT-00553,STU-028,HST-021,view,1,,SESS-STU-028-03,2026-01-24 00:27:00
INT-00554,STU-028,HST-009,save,3,,SESS-STU-028-03,2026-01-24 01:00:00
INT-00555,STU-028,HST-019,booking_attempt,4,,SESS-STU-028-BOOK,2026-02-23 00:00:00
INT-00556,STU-028,HST-038,booking,5,2.9,SESS-STU-028-BOOK,2026-02-25 00:00:00
INT-00557,STU-029,HST-027,view,1,,SESS-STU-029-01,2025-11-28 00:00:00
INT-00558,STU-029,HST-002,view,1,,SESS-STU-029-01,2025-11-28 00:06:00
INT-00559,STU-029,HST-016,view,1,,SESS-STU-029-01,2025-11-28 00:04:00
INT-00560,STU-029,HST-024,view,1,,SESS-STU-029-01,2025-11-28 00:12:00
INT-00561,STU-029,HST-022,view,1,,SESS-STU-029-01,2025-11-28 00:20:00
INT-00562,STU-029,HST-023,view,1,,SESS-STU-029-01,2025-11-28 00:40:00
INT-00563,STU-029,HST-026,view,1,,SESS-STU-029-01,2025-11-28 00:12:00
INT-00564,STU-029,HST-036,view,1,,SESS-STU-029-01,2025-11-28 00:14:00
INT-00565,STU-029,HST-003,view,1,,SESS-STU-029-01,2025-11-28 00:48:00
INT-00566,STU-029,HST-005,view,1,,SESS-STU-029-01,2025-11-28 00:18:00
INT-00567,STU-029,HST-033,view,1,,SESS-STU-029-01,2025-11-28 01:10:00
INT-00568,STU-029,HST-026,save,3,,SESS-STU-029-01,2025-11-28 01:14:00
INT-00569,STU-029,HST-027,save,3,,SESS-STU-029-01,2025-11-28 01:28:00
INT-00570,STU-029,HST-019,view,1,,SESS-STU-029-02,2025-09-16 00:00:00
INT-00571,STU-029,HST-004,view,1,,SESS-STU-029-02,2025-09-16 00:08:00
INT-00572,STU-029,HST-034,view,1,,SESS-STU-029-02,2025-09-16 00:16:00
INT-00573,STU-029,HST-012,view,1,,SESS-STU-029-02,2025-09-16 00:09:00
INT-00574,STU-029,HST-024,view,1,,SESS-STU-029-02,2025-09-16 00:32:00
INT-00575,STU-029,HST-002,view,1,,SESS-STU-029-02,2025-09-16 00:25:00
INT-00576,STU-029,HST-002,save,3,,SESS-STU-029-02,2025-09-16 01:25:00
INT-00577,STU-029,HST-024,save,3,,SESS-STU-029-02,2025-09-16 01:24:00
INT-00578,STU-029,HST-019,save,3,,SESS-STU-029-02,2025-09-16 01:02:00
INT-00579,STU-029,HST-002,booking_attempt,4,,SESS-STU-029-BOOK,2026-02-22 00:00:00
INT-00580,STU-030,HST-031,view,1,,SESS-STU-030-01,2025-12-26 00:00:00
INT-00581,STU-030,HST-015,view,1,,SESS-STU-030-01,2025-12-26 00:06:00
INT-00582,STU-030,HST-012,view,1,,SESS-STU-030-01,2025-12-26 00:14:00
INT-00583,STU-030,HST-009,view,1,,SESS-STU-030-01,2025-12-26 00:21:00
INT-00584,STU-030,HST-001,view,1,,SESS-STU-030-01,2025-12-26 00:20:00
INT-00585,STU-030,HST-025,view,1,,SESS-STU-030-01,2025-12-26 00:45:00
INT-00586,STU-030,HST-027,view,1,,SESS-STU-030-01,2025-12-26 00:48:00
INT-00587,STU-030,HST-014,view,1,,SESS-STU-030-01,2025-12-26 00:56:00
INT-00588,STU-030,HST-036,view,1,,SESS-STU-030-01,2025-12-26 00:24:00
INT-00589,STU-030,HST-032,view,1,,SESS-STU-030-01,2025-12-26 00:27:00
INT-00590,STU-030,HST-032,save,3,,SESS-STU-030-01,2025-12-26 01:04:00
INT-00591,STU-030,HST-014,save,3,,SESS-STU-030-01,2025-12-26 01:16:00
INT-00592,STU-030,HST-024,view,1,,SESS-STU-030-02,2025-12-27 00:00:00
INT-00593,STU-030,HST-014,view,1,,SESS-STU-030-02,2025-12-27 00:05:00
INT-00594,STU-030,HST-007,view,1,,SESS-STU-030-02,2025-12-27 00:12:00
INT-00595,STU-030,HST-005,view,1,,SESS-STU-030-02,2025-12-27 00:12:00
INT-00596,STU-030,HST-009,view,1,,SESS-STU-030-02,2025-12-27 00:12:00
INT-00597,STU-030,HST-030,view,1,,SESS-STU-030-02,2025-12-27 00:30:00
INT-00598,STU-030,HST-024,save,3,,SESS-STU-030-02,2025-12-27 01:18:00
INT-00599,STU-030,HST-014,save,3,,SESS-STU-030-02,2025-12-27 01:18:00
INT-00600,STU-030,HST-007,save,3,,SESS-STU-030-02,2025-12-27 01:23:00
INT-00601,STU-030,HST-014,view,1,,SESS-STU-030-03,2025-11-07 00:00:00
INT-00602,STU-030,HST-031,view,1,,SESS-STU-030-03,2025-11-07 00:06:00
INT-00603,STU-030,HST-018,view,1,,SESS-STU-030-03,2025-11-07 00:12:00
INT-00604,STU-030,HST-031,save,3,,SESS-STU-030-03,2025-11-07 01:12:00
INT-00605,STU-030,HST-014,save,3,,SESS-STU-030-03,2025-11-07 01:13:00
INT-00606,STU-030,HST-018,save,3,,SESS-STU-030-03,2025-11-07 01:27:00
INT-00607,STU-030,HST-024,booking_attempt,4,,SESS-STU-030-BOOK,2026-02-09 00:00:00
INT-00608,STU-030,HST-014,booking,5,3.7,SESS-STU-030-BOOK,2026-02-09 00:00:00
INT-00609,STU-031,HST-049,view,1,,SESS-STU-031-01,2026-02-19 00:00:00
INT-00610,STU-031,HST-047,view,1,,SESS-STU-031-01,2026-02-19 00:04:00
INT-00611,STU-031,HST-072,view,1,,SESS-STU-031-01,2026-02-19 00:06:00
INT-00612,STU-031,HST-074,view,1,,SESS-STU-031-01,2026-02-19 00:12:00
INT-00613,STU-031,HST-074,save,3,,SESS-STU-031-01,2026-02-19 01:10:00
INT-00614,STU-031,HST-049,save,3,,SESS-STU-031-01,2026-02-19 01:27:00
