student_id,gender,department,year,latitude,longitude,budget_min,budget_max,price_sensitivity,max_distance_km,needs_transport,preferred_type,preferred_room_type,food_preference,study_preference,social_preference,comfort_preference,noise_tolerance,curfew_flexibility,must_have_amenities,priority_wifi,priority_gym,priority_study_room,priority_cafeteria,priority_laundry,priority_ac,priority_hot_water,priority_generator,ethnicity,home_city,languages,university,degree,smoking_pref,cleanliness_level,sleep_schedule,guest_policy,sharing_pref,personality,study_habits,job_title,company,priority_parking,priority_security_guard,priority_prayer_room,work_schedule,work_from_home,years_experience,is_professional,resident_type
JOB-058,Male,Doctor,4,33.682227,73.038131,9965,12218,0.55,4.0,1,,Single,Both,,0.4,0.8,0.42,0.35,"Generator, WiFi, CCTV",1,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.79,Doctor,G-8 Markaz,0.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-059,Male,Real Estate Agent,4,33.711174,73.055352,14843,26329,0.28,1.1,1,,Single,Both,,0.51,0.52,0.27,0.37,"Common Room, Generator, Security Guard, Power Backup, Prayer Room, CCTV",0,,,,0,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.62,Real Estate Agent,Stock Exchange (ISE),0.0,1.0,1.0,Regular hours,0.3,8.0,True,professional
JOB-060,Female,Graphic Designer,4,33.719466,73.048222,9868,29254,0.56,7.3,1,,Single,Both,,0.49,0.39,0.14,0.48,"Common Room, Parking, Power Backup, Prayer Room",0,,,,0,0,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.97,Graphic Designer,Centaurus Mall Area,1.0,0.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-061,Female,Real Estate Agent,4,33.530182,72.928786,17248,29782,0.64,5.4,1,,Double,Both,,0.36,0.58,0.35,0.86,"AC, Security Guard, Power Backup",0,,,,0,1,0,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.52,Real Estate Agent,Bahria Town Phase 4,0.0,1.0,0.0,Regular hours,0.3,8.0,True,professional
JOB-062,Female,Teacher,4,33.7134,73.056793,9479,31631,0.62,3.7,1,,Single,Both,,0.37,0.79,0.36,0.53,"Security Guard, Parking, WiFi, CCTV, Power Backup, Generator",1,,,,0,0,0,1,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.93,Teacher,Blue Area,1.0,1.0,0.0,Regular hours,0.3,8.0,True,professional
JOB-063,Female,Banker,4,33.707838,72.952626,15172,31570,0.57,5.3,1,,Single,Non-Veg,,0.56,0.71,0.12,0.74,"Power Backup, AC, Transport Nearby, Security Guard, Generator",0,,,,0,1,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.57,Banker,F-11 Markaz,0.0,1.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-064,Female,Consultant,4,33.675334,73.042824,10317,23779,0.42,5.6,1,,Double,Veg,,0.66,0.49,0.25,0.85,"Prayer Room, Transport Nearby, Security Guard, Power Backup",0,,,,0,0,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.72,Consultant,G-8 Markaz,0.0,1.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-065,Female,Software Engineer,4,33.711942,73.062219,13598,31532,0.33,8.0,1,,Single,Non-Veg,,0.16,0.76,0.43,0.92,"Prayer Room, AC, Common Room",0,,,,0,1,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.89,Software Engineer,Centaurus Mall Area,0.0,0.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-066,Male,Accountant,4,33.672894,73.044586,10712,27053,0.23,3.6,1,,Double,Non-Veg,,0.55,0.77,0.19,0.47,"Laundry, AC, Common Room, CCTV, Security Guard, Generator",0,,,,1,1,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.73,Accountant,G-8 Markaz,0.0,1.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-067,Female,Electrician,4,33.704199,72.954593,11271,33084,0.3,2.8,1,,Double,Both,,0.53,0.61,0.15,0.36,"Hot Water, CCTV, Security Guard, Parking",0,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.95,Electrician,F-11 Markaz,1.0,1.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-068,Female,Graphic Designer,4,33.670154,73.057888,14797,18542,0.48,3.6,1,,Single,Veg,,0.12,0.86,0.44,0.75,"Parking, WiFi, Hot Water, CCTV",1,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.56,Graphic Designer,Islamabad Industrial Area (I-9),1.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-069,Male,Chef,4,33.665846,73.057494,8311,18697,0.35,2.0,1,,Single,Non-Veg,,0.17,0.44,0.36,0.74,"Power Backup, CCTV, Common Room",0,,,,0,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.47,Chef,Islamabad Industrial Area (I-9),0.0,0.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-070,Male,Real Estate Agent,4,33.672497,73.05766,8025,30171,0.45,5.0,1,,Single,Both,,0.68,0.34,0.31,0.66,"Generator, CCTV, WiFi",1,,,,0,0,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.36,Real Estate Agent,I-8 Markaz,0.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-071,Female,Data Analyst,4,33.713214,73.053281,11950,34536,0.27,5.1,1,,Double,Veg,,0.43,0.79,0.17,0.85,"Transport Nearby, CCTV, Parking, Common Room, Power Backup, AC",0,,,,0,1,0,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.33,Data Analyst,Blue Area,1.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-072,Female,Doctor,4,33.720158,73.066373,13170,25330,0.56,7.9,1,,Single,Non-Veg,,0.49,0.47,0.44,0.33,"Hot Water, Power Backup, AC, Generator, Security Guard",0,,,,0,1,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.33,Doctor,Blue Area,0.0,1.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-073,Female,Journalist,4,33.72258,73.054939,16151,30188,0.85,4.6,1,,Double,Both,,0.36,0.9,0.17,0.51,"Power Backup, AC, Hot Water",0,,,,0,1,1,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.6,Journalist,Centaurus Mall Area,0.0,0.0,0.0,Regular hours,0.3,8.0,True,professional
JOB-074,Female,NGO Worker,4,33.681036,73.039125,8693,34509,0.81,3.5,1,,Shared,Non-Veg,,0.57,0.33,0.37,0.58,"WiFi, Parking, Common Room, CCTV",1,,,,0,0,0,0,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.75,NGO Worker,G-8 Markaz,1.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-075,Male,Graphic Designer,4,33.712794,73.062191,8530,30357,0.31,4.1,1,,Single,Non-Veg,,0.44,0.62,0.26,0.75,"Power Backup, WiFi, Parking, CCTV",1,,,,0,0,0,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.83,Graphic Designer,Centaurus Mall Area,1.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-076,Female,Marketing Executive,4,33.675399,72.983365,11515,33564,0.4,7.4,1,,Single,Veg,,0.14,0.4,0.39,1.0,"Prayer Room, AC, Power Backup, Security Guard, Hot Water",0,,,,0,1,1,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.4,Marketing Executive,G-11 Markaz,0.0,1.0,1.0,Regular hours,0.3,6.0,True,professional
JOB-077,Female,HR Manager,4,33.71514,73.048942,11292,17842,0.37,4.5,1,,Single,Both,,0.58,0.63,0.34,0.36,"Generator, CCTV, Security Guard, Transport Nearby, Common Room",0,,,,0,0,0,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Early bird,Occasional guests,Flexible,Ambivert,0.56,HR Manager,Centaurus Mall Area,0.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-078,Male,Civil Engineer,4,33.7042,72.972182,13644,19849,0.81,6.5,1,,Double,Veg,,0.18,0.6,0.45,0.88,"Hot Water, Parking, Prayer Room, AC",0,,,,0,1,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.84,Civil Engineer,F-10 Markaz,1.0,0.0,1.0,Regular hours,0.3,3.0,True,professional
JOB-079,Male,Electrician,4,33.676535,72.97611,17024,23520,0.29,3.1,1,,Single,Both,,0.46,0.65,0.17,0.74,"Common Room, WiFi, Prayer Room, Power Backup, Transport Nearby",1,,,,0,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.75,Electrician,G-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-080,Female,Real Estate Agent,4,33.71189,73.044485,16938,23683,0.65,3.1,1,,Single,Both,,0.37,0.71,0.16,0.59,"Laundry, AC, Common Room, Parking, Prayer Room, Generator",0,,,,1,1,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.58,Real Estate Agent,Stock Exchange (ISE),1.0,0.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-081,Female,Architect,4,33.704092,73.049929,17202,20941,0.42,4.3,1,,Single,Veg,,0.13,0.87,0.45,0.59,"AC, Common Room, Transport Nearby, Laundry",0,,,,1,1,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.4,Architect,Stock Exchange (ISE),0.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-082,Male,Electrician,4,33.66398,73.047937,8379,13329,0.86,4.5,1,,Shared,Veg,,0.13,0.47,0.34,0.89,"Hot Water, Security Guard, WiFi, Power Backup, Generator, Prayer Room",1,,,,0,0,1,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.71,Electrician,Islamabad Industrial Area (I-9),0.0,1.0,1.0,Regular hours,0.3,8.0,True,professional
JOB-083,Female,Journalist,4,33.707724,73.047819,17204,22393,0.45,3.0,1,,Single,Both,,0.69,0.71,0.15,0.98,"AC, Transport Nearby, Security Guard, Prayer Room, Parking, Power Backup",0,,,,0,1,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.5,Journalist,Centaurus Mall Area,1.0,1.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-084,Female,Teacher,4,33.709693,73.057529,15761,34778,0.52,5.2,1,,Single,Non-Veg,,0.29,0.54,0.35,0.89,"Security Guard, Transport Nearby, Prayer Room, CCTV, Hot Water",0,,,,0,0,1,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.95,Teacher,Blue Area,0.0,1.0,1.0,Regular hours,0.3,3.0,True,professional
JOB-085,Female,Architect,4,33.717781,73.062678,17563,24603,0.76,6.1,1,,Double,Veg,,0.26,0.69,0.49,0.7,"Transport Nearby, WiFi, Common Room, CCTV",1,,,,0,0,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.72,Architect,Centaurus Mall Area,0.0,0.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-086,Male,Consultant,4,33.704364,73.054892,8517,29278,0.86,1.8,0,,Single,Non-Veg,,0.51,0.55,0.41,0.94,"Transport Nearby, Parking, Security Guard",0,,,,0,0,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.41,Consultant,Stock Exchange (ISE),1.0,1.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-087,Male,Chef,4,33.703529,72.967307,15531,35000,0.44,3.5,1,,Double,Both,,0.58,0.46,0.29,0.97,"Security Guard, Hot Water, Laundry, Prayer Room, Transport Nearby",0,,,,1,0,1,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.78,Chef,F-11 Markaz,0.0,1.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-088,Male,Chef,4,33.714677,73.055968,12480,23910,0.29,5.7,1,,Single,Non-Veg,,0.67,0.78,0.22,0.5,"AC, CCTV, Hot Water",0,,,,0,1,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.87,Chef,Centaurus Mall Area,0.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-089,Female,Mechanic,4,33.677928,72.983239,10249,15828,0.63,5.1,1,,Single,Both,,0.24,0.44,0.14,0.53,"Power Backup, Prayer Room, Parking, WiFi, Common Room, Laundry",1,,,,1,0,0,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.93,Mechanic,G-11 Markaz,1.0,0.0,1.0,Regular hours,0.3,6.0,True,professional
JOB-090,Female,Doctor,4,33.668139,72.982434,9465,32839,0.6,4.7,1,,Double,Veg,,0.21,0.83,0.17,0.94,"CCTV, Parking, Hot Water, WiFi, Security Guard, Prayer Room",1,,,,0,0,1,0,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.94,Doctor,G-11 Markaz,1.0,1.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-091,Male,Civil Engineer,4,33.67027,72.982361,16590,34774,0.82,1.9,1,,Single,Veg,,0.54,0.69,0.39,0.31,"Hot Water, Common Room, Laundry, Parking, Generator",0,,,,1,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.53,Civil Engineer,G-11 Markaz,1.0,0.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-092,Female,Banker,4,33.712708,73.046956,10303,27948,0.43,2.7,1,,Single,Non-Veg,,0.67,0.48,0.39,0.31,"Transport Nearby, Laundry, WiFi, Power Backup, CCTV",1,,,,1,0,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.83,Banker,Stock Exchange (ISE),0.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-093,Female,Electrician,4,33.674045,72.982319,12833,26876,0.63,2.5,0,,Single,Non-Veg,,0.46,0.55,0.32,0.63,"Laundry, Prayer Room, Common Room, Power Backup",0,,,,1,0,0,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.82,Electrician,G-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-094,Female,Architect,4,33.711676,72.963095,16972,33764,0.55,5.0,1,,Single,Non-Veg,,0.37,0.71,0.39,0.64,"WiFi, CCTV, Parking, Security Guard, Generator, Laundry",1,,,,1,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.9,Architect,F-10 Markaz,1.0,1.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-095,Male,Business Development,4,33.713835,73.065263,11570,32520,0.25,4.0,1,,Double,Both,,0.66,0.34,0.47,0.32,"Parking, Transport Nearby, Generator, AC, Common Room, Laundry",0,,,,1,1,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,1.0,Business Development,Blue Area,1.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-096,Female,Mechanic,4,33.680457,73.039064,10924,30528,0.48,1.9,0,,Double,Veg,,0.38,0.73,0.27,0.57,"Laundry, CCTV, AC, Parking",0,,,,1,1,0,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.98,Mechanic,G-8 Markaz,1.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-097,Female,Marketing Executive,4,33.720452,73.058908,8256,18142,0.34,1.7,0,,Single,Both,,0.13,0.74,0.26,0.46,"WiFi, Parking, Security Guard, Hot Water",1,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.79,Marketing Executive,Blue Area,1.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-098,Male,Real Estate Agent,4,33.71624,73.059361,13253,23015,0.41,2.0,0,,Single,Non-Veg,,0.67,0.83,0.46,0.74,"Security Guard, CCTV, WiFi, AC, Generator, Prayer Room",1,,,,0,1,0,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.34,Real Estate Agent,Centaurus Mall Area,0.0,1.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-099,Female,NGO Worker,4,33.674798,73.036442,16813,26571,0.37,2.6,0,,Double,Veg,,0.68,0.63,0.15,0.47,"AC, Prayer Room, Power Backup, CCTV",0,,,,0,1,0,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.69,NGO Worker,G-8 Markaz,0.0,0.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-100,Female,Doctor,4,33.711795,73.062979,17878,20525,0.81,2.3,0,,Single,Non-Veg,,0.65,0.43,0.18,0.82,"Laundry, Common Room, Transport Nearby, Generator, Prayer Room, Hot Water",0,,,,1,0,1,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.51,Doctor,Blue Area,0.0,0.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-101,Female,Journalist,4,33.664538,73.048748,12285,26069,0.56,4.5,1,,Single,Both,,0.6,0.85,0.25,0.59,"Transport Nearby, Parking, WiFi, Hot Water",1,,,,0,0,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.63,Journalist,Islamabad Industrial Area (I-9),1.0,0.0,0.0,Regular hours,0.3,5.0,True,professional
JOB-102,Female,Doctor,4,33.71068,73.056117,12026,30387,0.59,7.6,1,,Single,Non-Veg,,0.49,0.59,0.17,0.86,"Parking, Security Guard, CCTV, Transport Nearby",0,,,,0,0,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.98,Doctor,Centaurus Mall Area,1.0,1.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-103,Male,Banker,4,33.719729,73.058798,11791,16018,0.7,1.1,1,,Single,Both,,0.66,0.85,0.36,0.31,"WiFi, Transport Nearby, Security Guard, Hot Water, Common Room, Prayer Room",1,,,,0,0,1,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.75,Banker,Blue Area,0.0,1.0,1.0,Regular hours,0.3,3.0,True,professional
JOB-104,Female,HR Manager,4,33.711689,72.96969,11948,20237,0.63,2.8,1,,Single,Non-Veg,,0.68,0.58,0.2,0.79,"Prayer Room, Power Backup, WiFi, Transport Nearby, Generator",1,,,,0,0,0,1,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.36,HR Manager,F-10 Markaz,0.0,0.0,1.0,Regular hours,0.3,8.0,True,professional
JOB-105,Female,Chef,4,33.717688,73.063446,9354,27733,0.79,5.5,1,,Single,Veg,,0.65,0.44,0.46,0.78,"Hot Water, WiFi, Power Backup, Transport Nearby, Prayer Room, Common Room",1,,,,0,0,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.93,Chef,Blue Area,0.0,0.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-106,Female,Doctor,4,33.525307,72.927131,14525,19046,0.41,4.9,1,,Single,Non-Veg,,0.42,0.53,0.4,0.85,"Security Guard, AC, WiFi",1,,,,0,1,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.77,Doctor,Bahria Town Phase 4,0.0,1.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-107,Male,Banker,4,33.716683,73.056822,17758,26257,0.88,3.3,1,,Double,Non-Veg,,0.31,0.86,0.27,0.78,"Power Backup, Common Room, Hot Water, Laundry, Transport Nearby, WiFi",1,,,,1,0,1,1,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.64,Banker,Centaurus Mall Area,0.0,0.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-108,Female,Accountant,4,33.707067,73.045705,8085,20186,0.51,6.3,1,,Single,Veg,,0.37,0.63,0.26,0.32,"Security Guard, Power Backup, Common Room, AC, Generator",0,,,,0,1,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.43,Accountant,Stock Exchange (ISE),0.0,1.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-109,Male,Journalist,4,33.708598,72.970253,11977,32718,0.56,5.8,1,,Single,Non-Veg,,0.4,0.34,0.27,0.59,"Power Backup, AC, Hot Water, Laundry, CCTV, Common Room",0,,,,1,1,1,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.51,Journalist,F-10 Markaz,0.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-110,Male,Accountant,4,33.663108,72.978431,14224,27022,0.51,4.0,1,,Double,Both,,0.18,0.49,0.48,0.44,"Parking, Generator, AC, Hot Water, CCTV",0,,,,0,1,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.98,Accountant,G-11 Markaz,1.0,0.0,0.0,Regular hours,0.3,8.0,True,professional
JOB-111,Male,Data Analyst,4,33.70784,73.058913,11273,32679,0.9,2.3,0,,Shared,Non-Veg,,0.23,0.78,0.43,0.35,"Prayer Room, CCTV, Parking, Hot Water, Laundry, Common Room",0,,,,1,0,1,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.96,Data Analyst,Stock Exchange (ISE),1.0,0.0,1.0,Regular hours,0.3,8.0,True,professional
JOB-112,Male,Journalist,4,33.704185,72.970867,17539,26105,0.57,7.5,1,,Double,Non-Veg,,0.57,0.52,0.46,0.68,"Power Backup, Laundry, AC",0,,,,1,1,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.68,Journalist,F-10 Markaz,0.0,0.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-113,Male,Teacher,4,33.538738,72.92484,14547,27412,0.88,4.0,1,,Single,Non-Veg,,0.55,0.63,0.38,0.45,"Generator, CCTV, Common Room, Security Guard, Parking",0,,,,0,0,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.46,Teacher,Bahria Town Phase 4,1.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-114,Female,Chef,4,33.701727,72.976029,9406,15209,0.78,6.1,1,,Single,Non-Veg,,0.22,0.59,0.29,0.61,"AC, Power Backup, Hot Water, WiFi, Prayer Room, Security Guard",1,,,,0,1,1,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.62,Chef,F-10 Markaz,0.0,1.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-115,Female,HR Manager,4,33.669256,73.061831,13422,33767,0.5,4.2,1,,Double,Both,,0.48,0.56,0.11,0.73,"CCTV, Common Room, Generator, Prayer Room",0,,,,0,0,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.43,HR Manager,I-8 Markaz,0.0,0.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-116,Male,Doctor,4,33.675037,72.98504,9025,29943,0.27,7.1,1,,Single,Non-Veg,,0.17,0.7,0.3,0.98,"Common Room, Generator, Transport Nearby, Prayer Room, Power Backup",0,,,,0,0,0,1,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.44,Doctor,G-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-117,Female,Sales Representative,4,33.52576,72.924777,12873,34211,0.26,1.9,0,,Single,Veg,,0.52,0.61,0.27,0.4,"Generator, Parking, CCTV, Security Guard, Prayer Room, Hot Water",0,,,,0,0,1,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.43,Sales Representative,Bahria Town Phase 4,1.0,1.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-118,Male,Accountant,4,33.675033,73.040716,8878,22642,0.87,4.4,1,,Single,Non-Veg,,0.4,0.6,0.37,0.59,"CCTV, Parking, Power Backup, WiFi, Laundry, Prayer Room",1,,,,1,0,0,1,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.97,Accountant,G-8 Markaz,1.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-119,Male,Mechanic,4,33.665691,72.979417,16115,34853,0.28,1.8,1,,Single,Veg,,0.36,0.43,0.27,0.82,"Hot Water, WiFi, CCTV, Transport Nearby",1,,,,0,0,1,0,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.83,Mechanic,G-11 Markaz,0.0,0.0,0.0,Regular hours,0.3,3.0,True,professional
